Human Gene ID	Human Protein ID	Human Gene Name	Zfish Gene ID	ZfishProtein ID	Zfish Gene Name
ENSG00000160703	ENSP00000387334	NLRX1	ENSDARG00000073724	ENSDARP00000126680	NLRX1
ENSG00000110344	ENSP00000387362	UBE4A	ENSDARG00000040571	ENSDARP00000059375	UBE4A
ENSG00000136045	ENSP00000387365	PWP1	ENSDARG00000015921	ENSDARP00000148873	pwp1
ENSG00000205189	ENSP00000387462	ZBTB10	ENSDARG00000077101	ENSDARP00000097547	zbtb10
ENSG00000166595	ENSP00000387471	CIAO2B	ENSDARG00000052010	ENSDARP00000107862	ciao2b
ENSG00000225748	ENSP00000387477	PRRC2A	ENSDARG00000031494	ENSDARP00000145911	prrc2a
ENSG00000231247	ENSP00000387526	PPP1R18	ENSDARG00000071251	ENSDARP00000118907	
ENSG00000088543	ENSP00000387606	C3orf18	ENSDARG00000100263	ENSDARP00000141339	
ENSG00000116005	ENSP00000387654	PCYOX1	ENSDARG00000103052	ENSDARP00000130368	pcyox1
ENSG00000115263	ENSP00000387662	GCG	ENSDARG00000079296	ENSDARP00000139130	gcga
ENSG00000188186	ENSP00000387926	LAMTOR4	ENSDARG00000045542	ENSDARP00000115287	lamtor4
ENSG00000241553	ENSP00000388169	ARPC4	ENSDARG00000054063	ENSDARP00000115888	arpc4
ENSG00000185650	ENSP00000388402	ZFP36L1	ENSDARG00000016154	ENSDARP00000025205	zfp36l1a
ENSG00000189056	ENSP00000388446	RELN	ENSDARG00000112431	ENSDARP00000145847	
ENSG00000101236	ENSP00000388550	RNF24	ENSDARG00000036965	ENSDARP00000053680	rnf24
ENSG00000233210	ENSP00000388586	GPANK1	ENSDARG00000053995	ENSDARP00000106985	gpank1
ENSG00000144559	ENSP00000388598	TAMM41	ENSDARG00000100157	ENSDARP00000140867	tamm41
ENSG00000234438	ENSP00000388723	KBTBD13	ENSDARG00000076449	ENSDARP00000142334	KBTBD13
ENSG00000138434	ENSP00000388731	ITPRID2	ENSDARG00000038938	ENSDARP00000124900	ITPRID2
ENSG00000182552	ENSP00000388920	RWDD4	ENSDARG00000068256	ENSDARP00000089387	rwdd
ENSG00000228594	ENSP00000389111	FNDC10	ENSDARG00000078657	ENSDARP00000140918	FNDC10
ENSG00000168237	ENSP00000389175	GLYCTK	ENSDARG00000060120	ENSDARP00000124654	glyctk
ENSG00000148688	ENSP00000389182	RPP30	ENSDARG00000027428	ENSDARP00000037308	rpp30
ENSG00000106631	ENSP00000389202	MYL7	ENSDARG00000019096	ENSDARP00000040012	myl7
ENSG00000096872	ENSP00000389224	IFT74	ENSDARG00000023495	ENSDARP00000027867	ift74
ENSG00000131196	ENSP00000389377	NFATC1	ENSDARG00000036168	ENSDARP00000052520	nfatc1
ENSG00000144589	ENSP00000389383	STK11IP	ENSDARG00000070122	ENSDARP00000119375	stk11ip
ENSG00000150403	ENSP00000389399	TMCO3	ENSDARG00000075108	ENSDARP00000103522	TMCO3
ENSG00000164118	ENSP00000389427	CEP44	ENSDARG00000053106	ENSDARP00000069571	cep44
ENSG00000065978	ENSP00000389639	YBX1	ENSDARG00000004757	ENSDARP00000135135	ybx1
ENSG00000178222	ENSP00000389709	RNF212	ENSDARG00000090319	ENSDARP00000107528	rnf212
ENSG00000162144	ENSP00000389745	CYB561A3	ENSDARG00000056281	ENSDARP00000089361	cyb561a3a
ENSG00000064195	ENSP00000389870	DLX3	ENSDARG00000014626	ENSDARP00000022291	dlx3b
ENSG00000109184	ENSP00000389900	DCUN1D4	ENSDARG00000092394	ENSDARP00000114939	dcun1d4
ENSG00000050426	ENSP00000389903	LETMD1	ENSDARG00000030641	ENSDARP00000044657	letmd1
ENSG00000188859	ENSP00000389945	FAM78B	ENSDARG00000113552	ENSDARP00000145555	fam78bb
ENSG00000142544	ENSP00000390011	CTU1	ENSDARG00000020986	ENSDARP00000009303	ctu1
ENSG00000188803	ENSP00000390084	SHISA6	ENSDARG00000115501	ENSDARP00000156461	shisa6
ENSG00000161040	ENSP00000390126	FBXL13	ENSDARG00000076191	ENSDARP00000104238	
ENSG00000163492	ENSP00000390190	CCDC141	ENSDARG00000095675	ENSDARP00000112984	
ENSG00000188175	ENSP00000390204	HEPACAM2	ENSDARG00000061365	ENSDARP00000081878	hepacam2
ENSG00000172809	ENSP00000390279	RPL38	ENSDARG00000006413	ENSDARP00000005837	rpl38
ENSG00000169155	ENSP00000390344	ZBTB43	ENSDARG00000045983	ENSDARP00000123672	zbtb43
ENSG00000053770	ENSP00000390531	AP5M1	ENSDARG00000031533	ENSDARP00000117738	ap5m1
ENSG00000198369	ENSP00000390595	SPRED2	ENSDARG00000008372	ENSDARP00000045291	spred2b
ENSG00000091140	ENSP00000390667	DLD	ENSDARG00000008785	ENSDARP00000017217	dldh
ENSG00000100372	ENSP00000390722	SLC25A17	ENSDARG00000116998	ENSDARP00000082671	slc25a17
ENSG00000092108	ENSP00000390783	SCFD1	ENSDARG00000000779	ENSDARP00000121390	scfd1
ENSG00000160972	ENSP00000391126	PPP1R16A	ENSDARG00000076980	ENSDARP00000126891	PPP1R16A
ENSG00000146926	ENSP00000391137	ASB10	ENSDARG00000099461	ENSDARP00000135389	asb10
ENSG00000171163	ENSP00000391200	ZNF692	ENSDARG00000078434	ENSDARP00000120955	znf692
ENSG00000160584	ENSP00000391295	SIK3	ENSDARG00000088083	ENSDARP00000106696	SIK3
ENSG00000143970	ENSP00000391447	ASXL2	ENSDARG00000076501	ENSDARP00000150431	ASXL2
ENSG00000138964	ENSP00000391453	PARVG	ENSDARG00000067711	ENSDARP00000088293	parvg
ENSG00000138078	ENSP00000391456	PREPL	ENSDARG00000017853	ENSDARP00000010838	prepl
ENSG00000153391	ENSP00000391457	INO80C	ENSDARG00000055719	ENSDARP00000072582	ino80c
ENSG00000154479	ENSP00000391504	CFAP210	ENSDARG00000077928	ENSDARP00000102848	
ENSG00000151148	ENSP00000391529	UBE3B	ENSDARG00000061960	ENSDARP00000083401	ube3b
ENSG00000162066	ENSP00000391596	AMDHD2	ENSDARG00000100376	ENSDARP00000133871	amdhd2
ENSG00000014914	ENSP00000391668	MTMR11	ENSDARG00000069755	ENSDARP00000092529	mtmr11
ENSG00000050820	ENSP00000391669	BCAR1	ENSDARG00000056525	ENSDARP00000144076	bcar1
ENSG00000144366	ENSP00000391712	GULP1	ENSDARG00000001733	ENSDARP00000114797	gulp1a
ENSG00000166170	ENSP00000391713	BAG5	ENSDARG00000017316	ENSDARP00000111840	bag5
ENSG00000179630	ENSP00000391747	LACC1	ENSDARG00000076914	ENSDARP00000099363	LACC1
ENSG00000172936	ENSP00000391753	MYD88	ENSDARG00000010169	ENSDARP00000020711	myd88
ENSG00000225553	ENSP00000391901	PHF1	ENSDARG00000057439	ENSDARP00000132724	PHF1
ENSG00000117407	ENSP00000391998	ARTN	ENSDARG00000096252	ENSDARP00000126242	
ENSG00000135597	ENSP00000392065	REPS1	ENSDARG00000002877	ENSDARP00000117870	reps1
ENSG00000119414	ENSP00000392147	PPP6C	ENSDARG00000002949	ENSDARP00000025917	ppp6c
ENSG00000185250	ENSP00000392257	PPIL6	ENSDARG00000042157	ENSDARP00000121728	ppil6
ENSG00000185825	ENSP00000392330	BCAP31	ENSDARG00000044972	ENSDARP00000066106	bcap31
ENSG00000180822	ENSP00000392353	PSMG4	ENSDARG00000110608	ENSDARP00000154371	
ENSG00000072609	ENSP00000392395	CHFR	ENSDARG00000075347	ENSDARP00000099431	chfr
ENSG00000101331	ENSP00000392448	CCM2L	ENSDARG00000063089	ENSDARP00000086332	CCM2L
ENSG00000145012	ENSP00000392667	LPP	ENSDARG00000023578	ENSDARP00000113831	lpp
ENSG00000174574	ENSP00000392678	AKIRIN1	ENSDARG00000039969	ENSDARP00000104170	akirin1
ENSG00000080166	ENSP00000392762	DCT	ENSDARG00000006008	ENSDARP00000110477	dct
ENSG00000141506	ENSP00000392812	PIK3R5	ENSDARG00000102762	ENSDARP00000148730	PIK3R5
ENSG00000094631	ENSP00000392815	HDAC6	ENSDARG00000008384	ENSDARP00000124246	HDAC6
ENSG00000127564	ENSP00000392855	PKMYT1	ENSDARG00000074730	ENSDARP00000100899	pkmyt1
ENSG00000230989	ENSP00000392896	HSBP1	ENSDARG00000041921	ENSDARP00000061434	hsbp1b
ENSG00000214367	ENSP00000392903	HAUS3	ENSDARG00000061385	ENSDARP00000109750	haus3
ENSG00000090924	ENSP00000392906	PLEKHG2	ENSDARG00000111453	ENSDARP00000151949	
ENSG00000144674	ENSP00000392907	GOLGA4	ENSDARG00000075331	ENSDARP00000156940	GOLGA4
ENSG00000109854	ENSP00000392985	HTATIP2	ENSDARG00000028386	ENSDARP00000037018	htatip2
ENSG00000187416	ENSP00000393128	LHFPL3	ENSDARG00000021595	ENSDARP00000038316	lhfpl3
ENSG00000141665	ENSP00000393154	FBXO15	ENSDARG00000016897	ENSDARP00000042942	
ENSG00000145041	ENSP00000393183	DCAF1	ENSDARG00000108136	ENSDARP00000149604	
ENSG00000163075	ENSP00000393222	CFAP221	ENSDARG00000087107	ENSDARP00000116551	
ENSG00000188613	ENSP00000393275	NANOS1	ENSDARG00000109337	ENSDARP00000149427	nanos1
ENSG00000139921	ENSP00000393316	TMX1	ENSDARG00000019487	ENSDARP00000004160	tmx1
ENSG00000163412	ENSP00000393324	EIF4E3	ENSDARG00000005078	ENSDARP00000123404	eif4e3
ENSG00000143977	ENSP00000393388	SNRPG	ENSDARG00000099667	ENSDARP00000133036	snrpg
ENSG00000182899	ENSP00000393393	RPL35A	ENSDARG00000088030	ENSDARP00000126258	rpl35a
ENSG00000100360	ENSP00000393541	IFT27	ENSDARG00000099279	ENSDARP00000131706	ift27
ENSG00000162951	ENSP00000393562	LRRTM1	ENSDARG00000052713	ENSDARP00000117976	LRRTM1
ENSG00000118503	ENSP00000393577	TNFAIP3	ENSDARG00000027777	ENSDARP00000123481	TNFAIP3
ENSG00000140299	ENSP00000393644	BNIP2	ENSDARG00000013397	ENSDARP00000077013	bnip2
ENSG00000219607	ENSP00000393832	PPP1R3G	ENSDARG00000104576	ENSDARP00000132511	PPP1R3G
ENSG00000224379	ENSP00000393875	TCF19	ENSDARG00000040036	ENSDARP00000076009	
ENSG00000124302	ENSP00000393879	CHST8	ENSDARG00000074560	ENSDARP00000101160	CHST8
ENSG00000198673	ENSP00000393987	TAFA2	ENSDARG00000020292	ENSDARP00000115087	tafa3b
ENSG00000155926	ENSP00000394049	SLA	ENSDARG00000054340	ENSDARP00000070990	sla1a
ENSG00000187905	ENSP00000394078	LRRC74B	ENSDARG00000098365	ENSDARP00000132576	
ENSG00000070495	ENSP00000394085	JMJD6	ENSDARG00000102896	ENSDARP00000139813	jmjd6
ENSG00000137747	ENSP00000394114	TMPRSS13	ENSDARG00000077573	ENSDARP00000079274	tmprss13b
ENSG00000112977	ENSP00000394163	DAP	ENSDARG00000114419	ENSDARP00000151871	dap
ENSG00000170417	ENSP00000394178	TMEM182	ENSDARG00000040374	ENSDARP00000059091	tmem182a
ENSG00000237190	ENSP00000394183	CDKN2AIPNL	ENSDARG00000053395	ENSDARP00000126262	cdkn2aipnl
ENSG00000241370	ENSP00000394320	RPP21	ENSDARG00000043404	ENSDARP00000063718	rpp21
ENSG00000150764	ENSP00000394352	DIXDC1	ENSDARG00000056267	ENSDARP00000147884	DIXDC1
ENSG00000196510	ENSP00000394394	ANAPC7	ENSDARG00000063005	ENSDARP00000086117	anapc7
ENSG00000173409	ENSP00000394547	ARV1	ENSDARG00000074757	ENSDARP00000102613	arv1
ENSG00000112038	ENSP00000394624	OPRM1	ENSDARG00000039434	ENSDARP00000057610	oprm1
ENSG00000132153	ENSP00000394682	DHX30	ENSDARG00000077839	ENSDARP00000101025	DHX30
ENSG00000101493	ENSP00000394757	ZNF516	ENSDARG00000070809	ENSDARP00000095054	znf516
ENSG00000164309	ENSP00000394770	CMYA5	ENSDARG00000061379	ENSDARP00000081901	cmya5
ENSG00000079387	ENSP00000394791	SENP1	ENSDARG00000115592	ENSDARP00000155315	
ENSG00000115271	ENSP00000394842	GCA	ENSDARG00000020187	ENSDARP00000149755	gca
ENSG00000169181	ENSP00000394954	GSG1L	ENSDARG00000037390	ENSDARP00000054407	gsg1l
ENSG00000164144	ENSP00000395083	ARFIP1	ENSDARG00000116473	ENSDARP00000155609	arfip1
ENSG00000178234	ENSP00000395122	GALNT11	ENSDARG00000063636	ENSDARP00000087595	galnt11
ENSG00000147041	ENSP00000395220	SYTL5	ENSDARG00000062135	ENSDARP00000083921	SYTL5
ENSG00000144567	ENSP00000395249	RETREG2	ENSDARG00000063270	ENSDARP00000086709	retreg2
ENSG00000160345	ENSP00000395281	PIERCE1	ENSDARG00000058940	ENSDARP00000076347	si:ch211-248e11.2
ENSG00000222011	ENSP00000395340	FAM185A	ENSDARG00000019142	ENSDARP00000012414	
ENSG00000171517	ENSP00000395389	LPAR3	ENSDARG00000101814	ENSDARP00000130604	lpar3
ENSG00000104774	ENSP00000395473	MAN2B1	ENSDARG00000001897	ENSDARP00000014955	man2b1
ENSG00000164164	ENSP00000395487	OTUD4	ENSDARG00000077810	ENSDARP00000098303	otud4
ENSG00000169057	ENSP00000395535	MECP2	ENSDARG00000014218	ENSDARP00000109399	mecp2
ENSG00000068079	ENSP00000395590	IFI35	ENSDARG00000075643	ENSDARP00000133347	ifi35
ENSG00000103202	ENSP00000395605	NME4	ENSDARG00000088390	ENSDARP00000116332	nme4
ENSG00000163938	ENSP00000395772	GNL3	ENSDARG00000006219	ENSDARP00000109517	gnl3
ENSG00000163491	ENSP00000395849	NEK10	ENSDARG00000025335	ENSDARP00000128704	NEK10
ENSG00000085999	ENSP00000396113	RAD54L	ENSDARG00000018623	ENSDARP00000007237	rad54l
ENSG00000139160	ENSP00000396123	ETFBKMT	ENSDARG00000079080	ENSDARP00000103806	etfbkmt
ENSG00000132341	ENSP00000396127	RAN	ENSDARG00000057026	ENSDARP00000032532	ran
ENSG00000129682	ENSP00000396198	FGF13	ENSDARG00000035056	ENSDARP00000144959	fgf13a
ENSG00000081791	ENSP00000396225	DELE1	ENSDARG00000104789	ENSDARP00000132098	
ENSG00000113141	ENSP00000396301	IK	ENSDARG00000004161	ENSDARP00000009186	ik
ENSG00000228716	ENSP00000396308	DHFR	ENSDARG00000004251	ENSDARP00000014124	dhfr
ENSG00000115365	ENSP00000396518	LANCL1	ENSDARG00000013741	ENSDARP00000018694	lancl1
ENSG00000232125	ENSP00000396593	DYTN	ENSDARG00000071025	ENSDARP00000095514	dytn
ENSG00000108592	ENSP00000396673	FTSJ3	ENSDARG00000104938	ENSDARP00000136961	ftsj3
ENSG00000106608	ENSP00000396918	URGCP	ENSDARG00000078731	ENSDARP00000142957	
ENSG00000185627	ENSP00000396937	PSMD13	ENSDARG00000016239	ENSDARP00000095348	psmd13
ENSG00000140320	ENSP00000396976	BAHD1	ENSDARG00000086789	ENSDARP00000128417	BAHD1
ENSG00000169814	ENSP00000397113	BTD	ENSDARG00000099596	ENSDARP00000132804	btd
ENSG00000115592	ENSP00000397133	PRKAG3	ENSDARG00000000369	ENSDARP00000114828	prkag3b
ENSG00000112378	ENSP00000397157	PERP	ENSDARG00000063572	ENSDARP00000118851	perp
ENSG00000141499	ENSP00000397219	WRAP53	ENSDARG00000086150	ENSDARP00000105980	wrap53
ENSG00000087152	ENSP00000397259	ATXN7L3	ENSDARG00000029331	ENSDARP00000094893	atxn7l3a
ENSG00000035141	ENSP00000397269	FAM136A	ENSDARG00000098401	ENSDARP00000133287	fam136a
ENSG00000185652	ENSP00000397297	NTF3	ENSDARG00000059043	ENSDARP00000076483	ntf3
ENSG00000015413	ENSP00000397313	DPEP1	ENSDARG00000068181	ENSDARP00000089201	dpep1
ENSG00000102804	ENSP00000397435	TSC22D1	ENSDARG00000038306	ENSDARP00000116421	tsc22d1
ENSG00000133103	ENSP00000397441	COG6	ENSDARG00000103149	ENSDARP00000137474	cog6
ENSG00000112679	ENSP00000397459	DUSP22	ENSDARG00000039850	ENSDARP00000058288	dusp22b
ENSG00000104679	ENSP00000397555	R3HCC1	ENSDARG00000099593	ENSDARP00000137545	
ENSG00000164329	ENSP00000397563	TENT2	ENSDARG00000099679	ENSDARP00000138757	tent2
ENSG00000174611	ENSP00000397598	KY	ENSDARG00000074036	ENSDARP00000146674	
ENSG00000111405	ENSP00000397679	ENDOU	ENSDARG00000044204	ENSDARP00000064903	endou
ENSG00000125454	ENSP00000397818	SLC25A19	ENSDARG00000100385	ENSDARP00000130698	slc25a19
ENSG00000157368	ENSP00000397863	IL34	ENSDARG00000091003	ENSDARP00000107243	il34
ENSG00000232838	ENSP00000397881	PET117	ENSDARG00000114384	ENSDARP00000146565	
ENSG00000100227	ENSP00000397927	POLDIP3	ENSDARG00000099375	ENSDARP00000134590	POLDIP3
ENSG00000106086	ENSP00000397947	PLEKHA8	ENSDARG00000040698	ENSDARP00000059622	plekha8
ENSG00000181061	ENSP00000398064	HIGD1A	ENSDARG00000022303	ENSDARP00000033361	higd1a
ENSG00000102984	ENSP00000398089	ZNF821	ENSDARG00000106989	ENSDARP00000144440	ZNF821
ENSG00000133740	ENSP00000398124	E2F5	ENSDARG00000038812	ENSDARP00000056678	e2f5
ENSG00000179820	ENSP00000398269	MYADM	ENSDARG00000086815	ENSDARP00000119007	MYADM
ENSG00000213337	ENSP00000398321	ANKRD39	ENSDARG00000041350	ENSDARP00000116717	ankrd39
ENSG00000175573	ENSP00000398350	C11orf68	ENSDARG00000019406	ENSDARP00000126646	C7H11orf68
ENSG00000234545	ENSP00000398401	FAM133B	ENSDARG00000013863	ENSDARP00000083980	fam133b
ENSG00000155666	ENSP00000398410	KDM8	ENSDARG00000102512	ENSDARP00000134388	kdm8
ENSG00000156970	ENSP00000398470	BUB1B	ENSDARG00000074927	ENSDARP00000144935	
ENSG00000118894	ENSP00000398502	EEF2KMT	ENSDARG00000054950	ENSDARP00000116881	eef2kmt
ENSG00000114686	ENSP00000398536	MRPL3	ENSDARG00000103318	ENSDARP00000141505	mrpl3
ENSG00000026508	ENSP00000398632	CD44	ENSDARG00000089892	ENSDARP00000127635	
ENSG00000170011	ENSP00000398665	MYRIP	ENSDARG00000038814	ENSDARP00000149872	myripb
ENSG00000096080	ENSP00000398679	MRPS18A	ENSDARG00000024465	ENSDARP00000037794	mrps18a
ENSG00000176894	ENSP00000398708	PXMP2	ENSDARG00000003144	ENSDARP00000026766	pxmp2
ENSG00000177830	ENSP00000398722	CHID1	ENSDARG00000069673	ENSDARP00000129029	chid1
ENSG00000142871	ENSP00000398736	CCN1	ENSDARG00000023062	ENSDARP00000036965	ccn1
ENSG00000071189	ENSP00000398789	SNX13	ENSDARG00000013828	ENSDARP00000021266	SNX13
ENSG00000115568	ENSP00000398798	ZNF142	ENSDARG00000061373	ENSDARP00000116080	ZNF142
ENSG00000125991	ENSP00000399124	ERGIC3	ENSDARG00000038074	ENSDARP00000055510	ergic3
ENSG00000162576	ENSP00000399229	MXRA8	ENSDARG00000062222	ENSDARP00000084146	mxra8a
ENSG00000142700	ENSP00000399370	DMRTA2	ENSDARG00000039412	ENSDARP00000057589	dmrta2
ENSG00000135218	ENSP00000399421	CD36	ENSDARG00000032639	ENSDARP00000050752	cd36
ENSG00000244038	ENSP00000399457	DDOST	ENSDARG00000037318	ENSDARP00000105892	ddost
ENSG00000124532	ENSP00000399585	MRS2	ENSDARG00000062872	ENSDARP00000085810	MRS2
ENSG00000116690	ENSP00000399679	PRG4	ENSDARG00000028163	ENSDARP00000112635	prg4b
ENSG00000167995	ENSP00000399709	BEST1	ENSDARG00000078331	ENSDARP00000150046	BEST1
ENSG00000151332	ENSP00000399718	MBIP	ENSDARG00000019364	ENSDARP00000013291	mbip
ENSG00000186001	ENSP00000399751	LRCH3	ENSDARG00000100679	ENSDARP00000144520	LRCH3
ENSG00000022976	ENSP00000399863	ZNF839	ENSDARG00000076988	ENSDARP00000127918	znf839
ENSG00000137309	ENSP00000399888	HMGA1	ENSDARG00000070951	ENSDARP00000128816	hmga1b
ENSG00000106367	ENSP00000399902	AP1S1	ENSDARG00000056803	ENSDARP00000142911	ap1s1
ENSG00000106290	ENSP00000399982	TAF6	ENSDARG00000102998	ENSDARP00000134854	taf6
ENSG00000162174	ENSP00000400057	ASRGL1	ENSDARG00000021681	ENSDARP00000033788	asrgl1
ENSG00000182944	ENSP00000400142	EWSR1	ENSDARG00000020465	ENSDARP00000002269	ewsr1b
ENSG00000237172	ENSP00000400157	B3GNT9	ENSDARG00000041616	ENSDARP00000113598	B3GNT9
ENSG00000179431	ENSP00000400223	FJX1	ENSDARG00000035873	ENSDARP00000154085	FJX1
ENSG00000166220	ENSP00000400224	TBATA	ENSDARG00000067831	ENSDARP00000088485	TBATA
ENSG00000125798	ENSP00000400341	FOXA2	ENSDARG00000003411	ENSDARP00000007827	foxa2
ENSG00000197885	ENSP00000400385	NKIRAS1	ENSDARG00000099527	ENSDARP00000135507	nkiras1
ENSG00000197093	ENSP00000400451	GAL3ST4	ENSDARG00000079712	ENSDARP00000097712	gal3st4
ENSG00000134291	ENSP00000400471	TMEM106C	ENSDARG00000098105	ENSDARP00000131438	tmem106c
ENSG00000140931	ENSP00000400482	CMTM3	ENSDARG00000008811	ENSDARP00000016900	cmtm3
ENSG00000138399	ENSP00000400513	FASTKD1	ENSDARG00000056128	ENSDARP00000118274	fastkd1
ENSG00000182004	ENSP00000400591	SNRPE	ENSDARG00000033175	ENSDARP00000050295	snrpe
ENSG00000166578	ENSP00000400669	IQCD	ENSDARG00000035551	ENSDARP00000051530	iqcd
ENSG00000106603	ENSP00000400759	COA1	ENSDARG00000076360	ENSDARP00000121413	COA1
ENSG00000214954	ENSP00000400803	LRRC69	ENSDARG00000088316	ENSDARP00000110106	
ENSG00000138823	ENSP00000400821	MTTP	ENSDARG00000008637	ENSDARP00000024667	mttp
ENSG00000256812	ENSP00000400882	CAPNS2	ENSDARG00000035329	ENSDARP00000020352	capns1a
ENSG00000135426	ENSP00000400892	TESPA1	ENSDARG00000053311	ENSDARP00000129230	
ENSG00000176273	ENSP00000400932	SLC35G1	ENSDARG00000063268	ENSDARP00000126807	SLC35G1
ENSG00000077549	ENSP00000401010	CAPZB	ENSDARG00000100252	ENSDARP00000140899	capzb
ENSG00000181938	ENSP00000401018	GINS3	ENSDARG00000038847	ENSDARP00000056722	gins3
ENSG00000165338	ENSP00000401023	HECTD2	ENSDARG00000061194	ENSDARP00000081418	HECTD2
ENSG00000182247	ENSP00000401053	UBE2E2	ENSDARG00000034670	ENSDARP00000049374	ube2e2
ENSG00000235711	ENSP00000401089	ANKRD34C	ENSDARG00000093286	ENSDARP00000120378	
ENSG00000008324	ENSP00000401115	SS18L2	ENSDARG00000101085	ENSDARP00000141103	ss18l2
ENSG00000148935	ENSP00000401145	GAS2	ENSDARG00000001259	ENSDARP00000038511	GAS2
ENSG00000122390	ENSP00000401237	NAA60	ENSDARG00000061185	ENSDARP00000081428	nat15
ENSG00000160691	ENSP00000401303	SHC1	ENSDARG00000075437	ENSDARP00000089171	SHC1
ENSG00000187902	ENSP00000401307	SHISA7	ENSDARG00000063144	ENSDARP00000114015	
ENSG00000136243	ENSP00000401475	NUP42	ENSDARG00000029043	ENSDARP00000050124	nup42
ENSG00000186952	ENSP00000401477	TMEM232	ENSDARG00000067646	ENSDARP00000088180	tmem232
ENSG00000041880	ENSP00000401511	PARP3	ENSDARG00000003961	ENSDARP00000026625	parp3
ENSG00000242866	ENSP00000401513	STRC	ENSDARG00000105391	ENSDARP00000142292	
ENSG00000099901	ENSP00000401564	RANBP1	ENSDARG00000014817	ENSDARP00000025538	ranbp1
ENSG00000041515	ENSP00000401633	MYO16	ENSDARG00000078582	ENSDARP00000114588	MYO16
ENSG00000146733	ENSP00000401639	PSPH	ENSDARG00000040314	ENSDARP00000058992	psph
ENSG00000149380	ENSP00000401749	P4HA3	ENSDARG00000103692	ENSDARP00000141707	P4HA3
ENSG00000125931	ENSP00000401764	CITED1	ENSDARG00000077769	ENSDARP00000102688	cited1
ENSG00000167107	ENSP00000401831	ACSF2	ENSDARG00000061201	ENSDARP00000081474	acsf2
ENSG00000119013	ENSP00000401834	NDUFB3	ENSDARG00000075709	ENSDARP00000155189	ndufb3
ENSG00000068001	ENSP00000401853	HYAL2	ENSDARG00000059931	ENSDARP00000078315	HYAL2
ENSG00000088888	ENSP00000401980	MAVS	ENSDARG00000069733	ENSDARP00000112479	mavs
ENSG00000135297	ENSP00000402038	MTO1	ENSDARG00000055679	ENSDARP00000072515	mto1
ENSG00000164483	ENSP00000402092	SAMD3	ENSDARG00000077572	ENSDARP00000126053	si:ch211-193k19.2
ENSG00000163072	ENSP00000402140	NOSTRIN	ENSDARG00000077866	ENSDARP00000098854	nostrin
ENSG00000197498	ENSP00000402338	RPF2	ENSDARG00000043960	ENSDARP00000064541	rpf2
ENSG00000160111	ENSP00000402505	CPAMD8	ENSDARG00000056530	ENSDARP00000123096	CPAMD8
ENSG00000112701	ENSP00000402527	SENP6	ENSDARG00000102923	ENSDARP00000135570	
ENSG00000179152	ENSP00000402581	TCAIM	ENSDARG00000079881	ENSDARP00000155974	TCAIM
ENSG00000123154	ENSP00000402653	WDR83	ENSDARG00000115089	ENSDARP00000151428	wdr83
ENSG00000237452	ENSP00000402674	MEIOSIN	ENSDARG00000094059	ENSDARP00000112686	
ENSG00000184162	ENSP00000402756	NR2C2AP	ENSDARG00000056162	ENSDARP00000115972	nr2c2ap
ENSG00000185664	ENSP00000402758	PMEL	ENSDARG00000033760	ENSDARP00000046267	pmelb
ENSG00000127483	ENSP00000403039	HP1BP3	ENSDARG00000044669	ENSDARP00000142470	hp1bp3
ENSG00000139737	ENSP00000403049	SLAIN1	ENSDARG00000019185	ENSDARP00000116385	slain1a
ENSG00000273899	ENSP00000403059	NOL12	ENSDARG00000038027	ENSDARP00000123934	nol12
ENSG00000224982	ENSP00000403130	TMEM233	ENSDARG00000116896	ENSDARP00000145423	TMEM233
ENSG00000212916	ENSP00000403208	MAP10	ENSDARG00000100261	ENSDARP00000132851	
ENSG00000198252	ENSP00000403214	STYX	ENSDARG00000057699	ENSDARP00000028338	styx
ENSG00000156509	ENSP00000403293	FBXO43	ENSDARG00000104186	ENSDARP00000130052	fbxo43
ENSG00000184209	ENSP00000403310	SNRNP35	ENSDARG00000099913	ENSDARP00000135151	snrnp35
ENSG00000127837	ENSP00000403343	AAMP	ENSDARG00000045019	ENSDARP00000128573	aamp
ENSG00000122591	ENSP00000403396	HYCC1	ENSDARG00000026762	ENSDARP00000036397	hycc1
ENSG00000260916	ENSP00000403400	CCPG1	ENSDARG00000102110	ENSDARP00000130348	
ENSG00000233164	ENSP00000403409	C6orf136	ENSDARG00000056165	ENSDARP00000068194	si:ch211-215a10.4
ENSG00000154710	ENSP00000403429	RABGEF1	ENSDARG00000014430	ENSDARP00000112905	rabgef1
ENSG00000214193	ENSP00000403476	SH3D21	ENSDARG00000099448	ENSDARP00000135563	sh3d21
ENSG00000089234	ENSP00000403524	BRAP	ENSDARG00000008560	ENSDARP00000103873	brap
ENSG00000040608	ENSP00000403535	RTN4R	ENSDARG00000090035	ENSDARP00000035812	rtn4r
ENSG00000183597	ENSP00000403645	TANGO2	ENSDARG00000056550	ENSDARP00000153743	tango2
ENSG00000221838	ENSP00000403663	AP4M1	ENSDARG00000056871	ENSDARP00000073893	ap4m1
ENSG00000173559	ENSP00000403683	NABP1	ENSDARG00000115485	ENSDARP00000146860	nabp1a
ENSG00000120709	ENSP00000403705	FAM53C	ENSDARG00000045127	ENSDARP00000066362	fam53c
ENSG00000162946	ENSP00000403888	DISC1	ENSDARG00000021895	ENSDARP00000124789	disc1
